Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
223380,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""0330426648""","=""9780330426640""",0,4.26,Small Beer Press,ebook,281,2010,2002,,2018/11/04,to-read,to-read (#26),to-read,,,,0,0
36382335,"Valley of Genius: The Uncensored History of Silicon Valley (As Told by the Hackers, Founders, and Freaks Who Made It Boom)",Adam  Fisher,"Fisher, Adam",,"=""1455559024""","=""9781455559022""",4,4.11,Twelve,Hardcover,512,2018,2018,2018/10/21,2018/07/13,,,read,"Valley Of Genius<br/><br/>My friend’s description of this book is quite accurate: “A collage of quotes of famous people”. It takes a bit of time to get used to the style of “writing” in this book, but eventually you get accustomed to it. It is targeted at individuals who enjoy listening to interviews of CEOs of various tech companies, but covers a lot more history and depth than you’d be able to get anywhere else. <br/><br/>The audiobook is almost 20 hours long, but covers everything from the personal computing revolution, gaming consoles, the internet boom, the mobile revolution, and what’s to come in the next twenty years. Steve Jobs is a prominent character throughout the book, and though many have told his story through many different avenues, I still managed to learn a lot of new things about him. This book helped fill a lot of gaps in my knowledge of how Silicon Valley came to be what it is today. There were companies like General Magic that I had never heard of before, and others, like Atari, whose prominence I never fully understood. Every single chapter was equally engaging and I just couldn’t stop listening to it.<br/><br/>There was so much content in this book, that my review will never do it justice. I applaud Ben Fisher on compiling it all together in such an organized and engaging manner. In my opinion, this is the closest thing we’ll have to the “Bible of Silicon Valley”.<br/><br/>=====================<br/><br/>The Mother Of All Demos<br/><br/>A lot of people talk about the unveiling of the iPhone as a monumental moment in history, but prior to reading this book, I had never heard of the “The Mother of All Demos”. Dough Engelbart and his team built the hardware & software for a person computer with a mouse that supported live audio+video communication in 1968! This is simply astounding: https://youtu.be/yJDv-zdhzMY?t=4587<br/><br/>Alan Kay<br/><br/>When I was taking my computer languages class in College, we had a guest speaker by the name of Alan Kay. He showed us an operating system called Smalltalk where you could make changes to the OS on the fly. To be completely frank, I thought he was an old outdated Software Engineer who was stuck in the past and wasn’t willing to keep up with the future: Linux, Windows, macOS, etc… I couldn’t have been more naive. Alan Kay’s contribution during the “Mother of all demos”, the creation of OOP, his contributions at Xerox PARC, the VR scene at Atari, and much more is unspeakable. Though he’s no Steve Jobs, his contributions are equally as valuable in creating the world of computing that we have today.<br/><br/>Atari<br/><br/>As a millennial who is a tad too young to have witnessed the Atari revolution, I have always been familiar with the name but never thought too much of it. I underappreciated the importance of Nolan Bushnell and Ted Dabney in forming the industry and culture that I have come to love. Atari was one of the first companies to allow jeans & shirts at work, flexible work hours, and unfazed by people smoking weed. The book mentions that there was one year where Atari’s revenue exceed that of all of Hollywood!<br/><br/>One fact I didn’t know prior to reading this book is that Atari invested very heavily in VR under the supervision of Alan Kay. Who knew that people thought VR was going to take off 30 years ago?<br/><br/>Activision<br/><br/>According to the book, this was the first software only company creating hundreds of software engineering millionaires. Sounds pretty common now, but someone had to be first.<br/><br/>The Well<br/><br/>Prior to Facebook there was MySpace. Prior to MySpace there was Friendster. However, no one ever talks about The WELL - the first social network on the internet launched in the mid 80s.<br/><br/>The most interesting part about The WELL is that the issues they were discussing 30 years ago are THE EXACT SAME issues people now bring up about FaceBook. Some things never change….<br/><br/>Xerox PARC<br/><br/>One of the most well known facts I knew about Xerox PARC prior to reading this book is that they created the mouse almost a decade before Steve Jobs had come in and looked at it. However, they also had an expensive personal computer, the Alto, they could’ve minaturized. They could have also been the first to have color on a personal computer. Xerox Parc could’ve easily been the Microsoft And Apple of the past three decades if they had focused on the future. Sadly, their laser printer business was so profitable that the individuals in charge just kept the status quo. I think this is a big divergence from how everyone views tech and strives for innovation in today’s world.<br/><br/>General Magic<br/><br/>As I write this, I work at a company called Magic Leap which is trying to build one of the first consumer facing Augmented Reality headsets. Some days I feel like we’re going to change the world, but others days I feel that we are a decade or two too early. Ironically, there was a company called General Magic in the early 90s which built the equivalent of an iPhone - Apps, phone, contacts, touch screen, browser, etc. Unfortunately, the “Magic” was a decade and a half too early…<br/><br/>Ebay<br/><br/>Ebay was cool when I was a kid, but someone got lost in the shadow of Amazon. This book reminded me of how dominant it once was.<br/><br/>Ebay was very much a side project for a very long time until Pierre realized he has to dedicate his full attention to it. Paul Graham says to do things that don’t scale for as long as you can, an Ebay was a prime example of that. Servers that don’t scale, accepting payments via snail mail, etc..<br/><br/>I was impressed by Ebay’s philosophy early on. The company was really trying to create a transparent and supportive community through its reputation system where everyone has an incentive to trust everyone else. It reminds me a lot about what the Blockchain industry is trying to achieve today.<br/><br/>Google<br/><br/>Google was another company where I managed to learn a lot more than expected.<br/><br/>It’s ironic to think that Larry used to spend his time writing a web crawler in Java rather than spending time doing research. Even funnier is the fact that Java was so new back then that he was running into bugs at the compiler/JVM level which a master’s student helped him fix. Furthermore, this student managed to rewrite the whole crawler in python in a weekend, making it several orders of magnitude faster, which took Larry several months to do at first.<br/><br/>I never knew too much about the dynamic between Larry and Sergei, but this book made it seem that they’re a good pair. Larry was the introverted adult with a grand vision and occasional ephinaies. Sergei was the extraverted math genius who helped bring Larry’s vision to fruition, but also needed some chaperoning. For example, Sergei realized that Larry’s original PageRank algorithm was a basic Eigen vector problem. Sergei was also known to e the one to sleep with interns during company getaways. ;)<br/><br/>To put Larry’s ideas into scope, he used to be a big proponent of the “Space Tether”. A rope connected to a space station orbiting the earth could act as an elevator into space. It’s this kind of thing that makes you realize why they thought they could tackle the autonomous car market before it went mainstream.<br/><br/>“South Beatification” of San Francisco<br/><br/>As someone who spent a few years in San Francisco, I never felt like I quite fit in. It has a lot of interesting things to see and do, but it was always too rowdy, loud, hipster and uptempo for me. South Bay has has more of a suburb, family, grad school feel which appeals to me much more. This book brings to light how these two cultures emerged.<br/><br/>San Francisco was the place where hippies got together to do drugs. The media industry set up camp in SF in the early 90s, and slowly started merging with with Silicon Valley (South Bay) during the 90s. At that point, South Bay and San Francisco turned into a a giant melting pot of tech.<br/><br/><br/>",,,1,0
41317431,A Template for Understanding Big Debt Crises,Ray Dalio,"Dalio, Ray",,"=""""","=""""",0,4.37,Bridgewater,Kindle Edition,456,2018,2018,,2018/09/15,to-read,to-read (#25),to-read,,,,0,0
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",5,4.22,Harper,Kindle Edition,450,2017,2015,,2018/09/08,,,read,"This book has turned me into a devout follower of a new religion called Dataism. I’m still unsure whether I value intelligence over cognition, but it is something I’ve been consciously thinking about every day since I started reading this book.<br/><br/>I was hesitant to pick up Homo Deus having found Sapiens slow and repetitive. However, I’m glad to say that this book exceeded my expectation in every single dimension! It is an extremely insightful read that provokes a lot of though and motion regarding the path humanity has followed and where it will lead.<br/><br/>The book touches on most of the ""dinner table topics"" many of us have probably had ranging from designer babies, to huge corporations controlling our private data, to whether religion has a place in the modern world, or even how the Egyptians managed to build the pyramids. However, rather than discussing these in a fruitless manner, Yuval presents all the evidence and arguments in a very organized and unbiased manner that simply points out the obvious. The reader can naturally only make one conclusion: the right one. My personal opinion is that authors like Malcom Gladwells provide very one sided arguments that bias the reader to agree with a certain point of view, but Yuval somehow finds a way to remain unbiased and lays out the argument in a very clear, intuitive and succinct manner.<br/><br/>There were dozens of different anecdotes and examples presented throughout the book which were entertaining, insightful and education. Here is just a small subset that really stood out to me:<br/><br/>1. Chekhov's law  states that if a gun appears in the first act of a play, it’ll be fired by the last one. This has been observed throughout history many times (guns, canons, chemical weapons, etc…). However, Yuval points out that it was not the case for nuclear weapons. This might imply that technology has become so advanced that our traditional understanding of human kind may be changing as well.<br/>2. I’ve always accepted the presence of clear cut lawns in front of houses, apartments, offices or universities. I never bothered to think of lawns as providing any sort of utility or acting as a symbol of wealth. However, front lawns were previously used for gatherings similar to ""tea parties"". The degree to how well a front lawn was kept showed how much of an upkeep the owner of the house could afford. With newer technology advancements, this is no longer the case.<br/>3. As a paranoid engineer who likes sticking to lists and schedules, I get very upset when expectations don’t meet reality. This is a trait I need to personally work on, but I was very relieved but when Yuval mentioned it as a common part of our nature.<br/>4. I applaud the entire discussion surrounding designer babies. A lot of people have very irrational reasons against choosing their children’s’ traits. I am of the opinion that I will do everything I can to make sure my kids are limited as little as possible by their nature. Health, fitness, personality, looks, memory, etc… Upgrade it all!<br/>5. There was an interesting study mentioned in the book about how scientists used fMRI scans to communicate with completely immobile individuals. The scientists told the individuals to imagine themselves playing tennis when they want to say yes or imagine themselves sitting at home when they want to say no. The fact that this provided successful results was astounding.<br/>6. There was an interesting discussion when a Jewish child asked his dad why he can’t eat pork. It was compared to a German child asking his Nazi father why jews must be killed, and compared again to a British child asking his father why refugees from 3rd world countries must be protected. There is no right or wrong here, but it does show how individual mindsets change over time. What might seem to be the norm at one point in time might sound completely absurd another.<br/>7. Yuval discussed a novel approach of using electrodes to stimulate the brain to cure depression. One of the most fascinating parts about this study is that one of the individuals in the study said they started feeling really depressed a couple months after things seem to have improved. It turns out the relapse was a result of the batteries in the electrode stimulator running out! This shows the electrodes provided more than just a placebo effect.<br/>8. One of the studies discussed showed that humans associate their memory of an experience (traumatic or not) with how they felt towards the end. For example, putting your hand in cold water of temperature T1 for a minute, or putting your hand in really cold water of Temperature T1 that warms up to T2. Individuals tend to favor the latter. The same results were observed for pain levels of surgery.<br/>9. There was an interesting monologue where Google was deciding on behalf of an individual whom she should date given two choices. This really gave me the chills, but also really excited me for the future!<br/>10. The book was originally published in 2015, but there was a fair bit of discussion around how Facebook can potentially impact who individuals vote for during public elections. This point provides no further explanation :)<br/><br/>These were just the things that stood out so much and I remember.<br/><br/>I don’t see myself rereading this book, but I really wish I could remember and reference all the examples, studies and anecdotes mentioned. This book is well researched, well written and lays things out in a manner that is easy to absorb. After reading this book, I feel as if my personal opinion regarding most of the topics covered is quite useless. Since I know I won’t be able to remember most of the point made in the book, I feel as though I have to simply reference the book instead of expression my own opinion moving forward.",,,1,0
35068671,The Perfectionists: How Precision Engineers Created the Modern World,Simon Winchester,"Winchester, Simon",,"=""0062652575""","=""9780062652577""",0,4.14,Harper,ebook,416,2018,2018,,2018/08/22,to-read,to-read (#24),to-read,,,,0,0
40536148,"High Growth Handbook: Scaling Startups from 10 to 10,000 People",Elad Gil,"Gil, Elad",,"=""1732265100""","=""9781732265103""",0,4.04,Stripe Press,Hardcover,344,2018,2018,,2018/07/17,to-read,to-read (#23),to-read,,,,0,0
18176747,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,Ben Horowitz,"Horowitz, Ben",,"=""0062273205""","=""9780062273208""",4,4.22,Harper Business,Hardcover,304,2014,2014,2018/07/12,2016/01/11,,,read,"I was never aware of Ben Horowitz's involvement in the tech sector other than his position at a16z as a general partner. I had always assumed that he was an early employee at Netscape, and got along with Mark so well that they decided to start a VC firm.<br/><br/>His story starting in early adulthood, through the rise of Netscape, and the treacherous years of Loudcloud/Opsware were extremely captivating. My respect and admiration of Ben has increased drastically after reading this book. The number of problems and hardships he experienced throughout his years as CEO must've been hard, and it is impressive how he always found a way out.<br/><br/>A lot of the lessons regarding being a CEO (i.e. how to hire execs) aren't very applicable to my day-to-day life but were interesting nonetheless. Some of the lessons can be easily extended to a manager-IC relationship. As an IC, this helped provide some perspective into how my manager and his manager might be approaching certain problems. For example, even if someone is performing very well and is asking for a raise simply to have it be matched by a competing offer, it might not always be in the best interests of the manager to match it regardless of how well the employee is performing.<br/><br/>Overall, this book is worth reading for anyone interested in the tech sector or if they have an entrepreneurial bug of any kind.",,,1,0
7779696,"Son of Hamas: A Gripping Account of Terror, Betrayal, Political Intrigue, and Unthinkable Choices",Mosab Hassan Yousef,"Yousef, Mosab Hassan","مصعب حسن يوسف, Ron Brackin","=""1414333072""","=""9781414333076""",0,4.16,SaltRiver,Hardcover,265,2010,2010,,2018/07/01,to-read,to-read (#22),to-read,,,,0,0
29236619,The Road to Ruin: The Global Elites' Secret Plan for the Next Financial Crisis,James Rickards,"Rickards, James",,"=""1591848083""","=""9781591848080""",5,4.07,Portfolio,Hardcover,352,2016,2016,2018/06/25,2017/12/25,,,read,"This is the second book I've read by Jim Rickards, and I absolutely love it!<br/><br/>My favorite way to study history is from an economic point of view, so Jim's books are perfect. His deep knowledge of statistics, economics, physics and chaos theory, along with his experience in the private finance sector, as well as advising major political figures or the CIA is astounding. The way he disseminates his knowledge, shares life experiences, and analyzes the economic make this book educational, captivating and simply entertaining. There was never a dull moment, and I'm continuously amazed by how much Jim has and continues to achieve throughout his life.<br/><br/>I'll probably forget most of the details, but the book really added to my grand understanding of how the economy functions.<br/><br/>There are a few things that stood out. Being too big to fail is indeed possible, and G-SIFI is its name. World money (a global currency) is likely to appear at some point in the future, which makes me all the more bullish on Bitcoin. With that said, gold still has a place in everyone's portfolio. The chapter about LTCM's downfall really reminded me of Liar's poker and was interesting to read. He painted a good picture (no pun intended) about the importance of art in an individual's portfolio; very similar to land and gold when you look at it from a scarcity point of view.<br/><br/>I don't think I'll ever re-read this book since Jim keeps pumping out new books every year, but I would highly recommend it to anyone interested in learning about the state and history of the economy.",,,1,0
16144575,How Asia Works: Success and Failure in the World's Most Dynamic Region,Joe Studwell,"Studwell, Joe",,"=""080211959X""","=""9780802119599""",3,4.26,Grove Press,Hardcover,320,2013,2013,2018/05/23,2017/12/23,,,read,"There are only so many books that I read or listen to in a year that I often try to give up on books early if I don't feel like I'm getting value out of them. ""How Asia Works"" was a little different because whenever I'd consider throwing in the towel, I would come across a very interesting concept and keep listening. However, it wasn't captivating enough to prevent me from switching to my regular podcasts every now and then.<br/><br/>The book felt very dense and long-winded. It was full of names, dates, people, places and didn't follow a chronological order.  This isn't necessarily bad but is not the best format via which I retain information. When it comes to non-technical reading, I prefer to read about grand cohesive concepts interleaved with specific examples and anecdotes. This book had too much of the latter. I would often lose focus but not be interested enough to rewind back to the part which I missed.<br/><br/>On the bright side, understanding the impact and importance of land reform and manufacturing before a country can develop to have a ""1st world economy"" is extremely interesting. I kept thinking about how big of a role it played during the fall of the Soviet Union. Seeing how I'm from Russian, I finally understood why land and houses were freely distributed to all citizens when the communist party collapsed. In a way, this gave everyone startup capital and an incentive to grow the economy further. Putin aside, I believe that the land reform that took place during the formation of Russian in the early 1990s was vital in developing its current economy.<br/><br/>Overall, this book is good but not for everyone. I wouldn't say it's a must read unless you're very interested in details of how modern Asia came to be.",,,1,0
56829,Hackers: Heroes of the Computer Revolution,Steven Levy,"Levy, Steven",,"=""0141000511""","=""9780141000510""",0,4.15,Penguin Books,Paperback,464,2001,1984,,2018/05/16,to-read,to-read (#21),to-read,,,,0,0
900892,A Random Walk Down Wall Street,Burton G. Malkiel,"Malkiel, Burton G.",,"=""0393325350""","=""9780393325355""",0,4.13,W. W. Norton & Company,Paperback,464,2003,1973,,2018/02/11,to-read,to-read (#20),to-read,,,,0,0
2615,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen,"Christensen, Clayton M.",,"=""0060521996""","=""9780060521998""",4,4.04,Collins,Paperback,320,2003,1997,,2016/01/11,,,read,"Solid book.<br/><br/>Overall, it felt a little repetitive and outdated. I'd personally be interested in hearing more about the case studies over the past 10 years. That being studied, I'm a big believer that even though history doesn't repeat itself, it does rhyme, so there are a lot of useful takeaways from the case studies explored in the book.<br/><br/>My guess is that the book's thesis was a lot more ""original"" in the 90s where entrepreneurship, VC investments, spinoffs, and startups were just getting started; or at least far from how popular they are today. However, the thesis holds 100% true: the only way to innovate is to tackle small markets with a startup mindset. It's no secret that a startup trying to apply a waterfall approach to a market that doesn't exist probably won't succeed...",,,2,0
6617037,"Debt: The First 5,000 Years",David Graeber,"Graeber, David",,"=""1933633867""","=""9781933633862""",0,4.21,Melville House,Hardcover,534,2011,2011,,2018/04/03,to-read,to-read (#19),to-read,,,,0,0
34536488,Principles: Life and Work,Ray Dalio,"Dalio, Ray",Jeremy Bobb,"=""1508243247""","=""9781508243243""",5,4.12,Simon & Schuster Audio,Audio CD,592,2017,2017,2018/02/24,2017/12/23,,,read,"This book is absolutely remarkable.<br/><br/>If you're interested in finance, investing, macroeconomics, how to be a good person, how to be a productive individual or how to herald good company culture, this book is a MUST read. It has easily entered into my list of top 10 favorite books of all-time, and I see myself referencing it on a periodic basis throughout the rest of my life.<br/><br/>The first half of the book is awe-inspiring as Ray Dalio shares his life story and principles. It reminded me of the need to take risk, in both life and the markets. It ignited a latent fire in me that has been cast aside. It motivated me to take on the world. Then, Dalio flipped everything upside down and showed how easily everything can come crashing down, making me fear the worst of the unknown. It was an emotional rollercoaster and I was very drawn by every word he said. His summary was very well put: you're never going to achieve anything unless you take sufficient risk, but you might also lose everything if you take on too much. Calculated risk was the key takeaway. Reading about his life was fascinating, learning about his principles was a spiritual journey, and I will gladly do so again.<br/><br/>The second half of the book was full profound knowledge, but definitely not as exciting as the first. It acts as more of a handbook which is worth reading through once, and referencing whenever a particular situation arises. I would occasionally lose interest in the sections that I hadn't personally experienced, but be invigorated as he explained his solutions to problems I've faced myself. I'm really looking forward to the apps/tools he's going to make available in the near future. I will definitely implement them myself when I start my own company.<br/><br/>Ray, thank you so much for sharing this with the world. I'm really looking forward to reading your next book on Economic Principles!",,,1,0
68143,The Wisdom of Crowds,James Surowiecki,"Surowiecki, James",,"=""0385721706""","=""9780385721707""",2,3.81,Anchor,Paperback,306,2005,2004,,2018/01/09,,,read,"A well written easy to read book with a few interesting thoughts and anecdotes, but provides little value overall. In my opinion, this book could serve as an fine introduction for individuals who have not studied economic bubbles, blockchain economics or the mentality required in investing. For anyone familiar with these subjects, there are many alternatives I believe are worth reading instead.<br/><br/>This book was published in 2004 and it's amazing how applicable it is to everything blockchain related today. The book argues for the needs of ""free"" (decentralized?) prediction markets on different scales: small groups, institutions, industries and the public as a whole. The book also discusses various situations where decentralized groups of individuals managed to come to a consensus under very different circumstances. It’s a bit ironic how Surowiecki makes a lot of arguments in favor of decentralized governments while also explaining how illogical economic bubbles given the speculative state of cryptocurrencies today.<br/><br/>There were some interesting references including Gary Shilling’s work, how several teams coordinated to develop a vaccine to SARS, the 1950s bowling bubble I wasn’t aware about at all, and a few economic tests run in University classes. Alongside the interesting examples, there were many mundane examples that almost put me to sleep, such as how humans coordinate through traffic amongst themselves.<br/><br/>The book is very forward-looking given that it was written before conversations of workplace diversity spread widely, and long before blockchain technology became mainstream. That being said, I do not believe it will stand the test of time because the same topics have been covered numerous times with a lot more interesting detail.",,,1,0
75889,The Little Book That Beats the Market,Joel Greenblatt,"Greenblatt, Joel",Andrew Tobias,"=""0471733067""","=""9780471733065""",4,3.98,Wiley,Hardcover,176,2005,1999,2017/05/20,2016/08/23,,,read,"A fun easy listen that reiterates the most fundamental concepts of long term investing until it's etched into your brain.<br/><br/>If you've been investing for some time, this book will probably not introduce any concepts you're not already aware of. However, I would still recommend it because it reiterates and reminds you of basic concepts. In addition, it's a very well known piece of literature in the investment community so it's worth reading just to be well rounded. In fact, this would be a great book to read before picking up Deep Value by Tobias Carlisle.<br/><br/>If you're completely new to investing, have no clue what you're doing, but are interested in doing something other than indexing, then this is the book for you!",,,1,0
670089,The Fourth Turning: An American Prophecy - What the Cycles of History Tell Us About America's Next Rendezvous with Destiny,William Strauss,"Strauss, William",Neil Howe,"=""0767900464""","=""9780767900461""",3,3.89,Crown,Paperback,400,1997,1996,2017/08/25,2017/07/31,,,read,"I listened to the audiobook and would rate the book a 3.5 / 5 (rounded down rather than up).<br/><br/>The primary reason I enjoyed this book is due to the unique historical viewpoint it delivers which I've never heard before. It was a good long-term history lesson that concentrated on the last century, which is both the one I'm most interested in and the one I can relate to the most.<br/><br/>I'm extremely impressed by how William Strauss was able to predict the financial crisis. However, it's also worth mentioning that he made many other predictions that I simply overlooked. I found myself clinging to and appreciating the predictions that came to fruition while overlooking the ones that did not. <br/><br/>Whether or not the 80 year cycles he's referring to are true or will continue, the book still provides a very good overview of the generational differences in the US population since the second world war. This is a very important narrative in understanding how the US got to where it is today.<br/><br/>The reason for the low rating is because there are tons of predictions being made, and when you make a lot of guesses, some are bound to happen. I also found that the last 20% of the book felt like continuous reiteration of ideas he had already discussed.<br/><br/>An interesting point he made is that we should expect a somewhat absurd (I do not recall the exact wording) president about 10 years after the crisis of the fourth turning; I will just leave it at that. He also mentioned that around the year 2020 is when the fourth turning should reach a climax which could potentially culminate in some sort of war. With all the debt that has been created through QE, continuously low-interest rates, Brexit, Trump, Putin, conflicts in the middle east, the rise of cryptocurrencies, and North Korea testing intercontinental ballistic missiles, I both fear but am also really excited to live through and impact what happens next.",,,1,0
26620305,Augmented Human: How Technology Is Shaping the New Reality,Helen Papagiannis,"Papagiannis, Helen",,"=""1491928328""","=""9781491928325""",0,3.82,O'Reilly Media,Paperback,140,2017,2016,,2017/08/10,to-read,to-read (#18),to-read,,,,0,0
6372440,This Time Is Different: Eight Centuries of Financial Folly,Carmen M. Reinhart,"Reinhart, Carmen M.",Kenneth S. Rogoff,"=""0691142165""","=""9780691142166""",0,3.77,Princeton University Press,Hardcover,460,2009,2009,,2017/08/06,to-read,to-read (#17),to-read,,,,0,0
6779,"Six Not-So-Easy Pieces: Einstein's Relativity, Symmetry, and Space-Time",Richard P. Feynman,"Feynman, Richard P.",Roger Penrose,"=""0465023932""","=""9780465023936""",0,4.25,Basic Books,Paperback,184,2005,1963,,2017/08/05,to-read,to-read (#16),to-read,,,,0,0
722412,The Dream Machine: J.C.R. Licklider and the Revolution That Made Computing Personal,M. Mitchell Waldrop,"Waldrop, M. Mitchell",,"=""014200135X""","=""9780142001356""",0,4.56,Penguin Books,Paperback,512,2002,2001,,2017/08/05,to-read,to-read (#15),to-read,,,,0,0
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465026567""","=""9780465026562""",0,4.29,Basic Books,Paperback,756,1999,1979,,2017/07/15,to-read,to-read (#14),to-read,,,,0,0
11515298,Currency Wars: The Making of the Next Global Crisis,James Rickards,"Rickards, James",,"=""1591844495""","=""9781591844495""",5,3.97,Portfolio,Hardcover,304,2011,2011,2017/06/10,2016/04/17,,,read,"tl;dr I'm still not convinced about gold, but it was an extremely interesting and educational book that helped me understand what ""money"" really is.<br/><br/>Disclosure: I did not read this book but rather listened to the audiobook. My opinion is that it's the type of book one can listen to but requires a relatively high level of concentration. Even though the audiobook is about 10 hours long, I must have spent at least 14 hours listening to it because of how frequently I had swipe back through some sections.<br/><br/>After listening to James Rickards on TIP (The Investor's Podcast) a couple items, I had to read this book because hearing him speak shows how knowledgeable and experienced he is. If you are the least bit interested in economics, I absolutely recommend this book!<br/><br/>I'm somewhat interested in politics & history, but economics is still what gages my interest. This book is perfect since it explores politics & history from an economics point of view. It was therefore a very engaging and informative read. Starting with the 1900s, it explores how the gold standard has changed, the impact that WWI and WWII had on world economics, and where paper money is today. Russian, China and the US are the primary figured focused on, with the UK and Germany also playing an important role in the first half of the 20th century.<br/><br/>James Rickards is a bit advocate of the gold standard, but I'm still not convinced. I understand the need to have currencies being pegged to some reserve, but it doesn't necessary need to be gold. All that's needed is a very strict financial policy that cannot be malformed. In my opinion, this can be done using cryptocurrencies and a DAO, which is where the world is heading.<br/><br/>James did a really good job at explaining the role of gold, the fed, the IMF & SDRs, the benefit of devaluing one's currency and floating vs fixed exchange rates. This understanding is making me appreciate cryptocurrencies a whole lot more.",,,1,0
22775647,The Power to Compete: An Economist and an Entrepreneur on Revitalizing Japan in the Global Economy,Hiroshi Mikitani,"Mikitani, Hiroshi",Ryoichi Mikitani,"=""1119000602""","=""9781119000600""",0,3.57,Wiley,Hardcover,240,2014,2014,,2017/05/20,to-read,to-read (#13),to-read,,,,0,0
3929063,The Dream Machine: Exploring the Computer Age,John Palfreman,"Palfreman, John","Doron Swade, John Palfreman","=""0563362219""","=""9780563362210""",0,4.17,BBC BOOKS,Hardcover,208,1991,1991,,2017/05/20,to-read,to-read (#12),to-read,,,,0,0
25733505,"A Man for All Markets: From Las Vegas to Wall Street, How I Beat the Dealer and the Market",Edward O. Thorp,"Thorp, Edward O.",Nassim Nicholas Taleb,"=""1400067960""","=""9781400067961""",5,4.24,Random House,Hardcover,416,2017,2016,2017/05/01,2017/03/09,,,read,"An extremely captivating, interesting, inspiring, humbling and educational read. I can’t express how happy I am that The Investor’s Podcast interviewed Edward Thorp which led me to pick up this book.<br/><br/>As he covers his work from black jack card counting to wearable tech for roulette, and eventually his involvement in equities, it’s refreshing to see a man driven not by profit, but by passion and interest to solve a problem. It’s extremely motivating and excites me to tackle the problems that are constantly looming through my mind.<br/><br/>He does a great job at describing the various aspects of investing, from the technicalities of options to the psychological tendencies of Mr. Market. While none of the rules and insights he discusses are groundbreaking if you’ve done some reading on the stock market in the past, he does a great job and keeping things clear and concise. Reiterating concepts I’m familiar with helps me solidify my understanding of a subject, and every single author I’ve read has little tidbits that expand upon common knowledge or misconceptions through personal anecdotes.<br/><br/>While Edward Thorp probably meant for this book to be a memoir of everything he has done, my biggest takeaway is simply how brilliant and humbling this man is. He was always genuinely interested in everything he had done, was very logical and objective about every move he made, never had a hidden agenda, was always honest and ethical, and gave back however he could. He deserves my utmost respect.<br/><br/>It’s only a matter of time before this book is made into a movie.",,,1,0
4865,How to Win Friends and Influence People,Dale Carnegie,"Carnegie, Dale",,"=""""","=""""",3,4.22,Gallery Books,Paperback,288,1998,1936,2017/04/05,2016/01/30,,,read,"This book was recommended to me by a few friends, has made it's way to my social feeds numerous times and mentioned on several of the podcasts I listen to. Most importantly, it was praised by Charlie Munger in one of his recent articles which made me decided to finally give it a listen.<br/><br/>This book has a lot of interesting historical information, a lot of good anecdotes, and is filled with a plethora of good lessons. However, like anything in life, there isn't a one fits all solution. The author is delivers the philosophy in the book as if it's only right approach to life. While I will incorporate a few of the lessons I learnt, I don't think that following all of them on a day-to-day basis would jive with my personality.<br/><br/>I, like most people, am motivated by success but have always hated when my achievements are being praised. I aim to be #1, and have always thought that comparing one's self against those around me, the ""average folk"", is silly. Graduating top of your class, winning a local competition of some sort or being the strongest guy at the gym is nothing to be proud off. It's a milestone that should be acknowledged, and then it's time to move on. In my opinion, people should find a handful of people who are the best at something in the word and strive to beat them. Only that handful of individuals are the ones the matter. Though I have no proof, I am quite sure that those people are fueled by self sustaining ambition, not by the praise they receive by people around them.<br/><br/>Dale Carnegie mentions the support that people need when they have failed to achieve something. For me, failure has always been the strongest driving force to work harder. I've always hated the small talk or bloated conversation that nothing comes out of as people try to verbally support each other. It's all talk, with no walk. Failing to solve a problem, being criticized, condemned or losing an argument is what makes me want to go back home and really think about a problem. As a child, getting spanked is what made me obedient rather than playing some clever tricks. A conversation that ends on a good note is often forgotten, it's the difficult ones that we never forget.<br/><br/>Being friendly and listening to what others have to say is a very good lesson, but only if the other person is saying something mutually beneficial. I've found myself in many situations where I waste an hour listening to someone discuss a topic that nothing useful or interesting will come out of. This is extremely particularly frustrating as an impatient person.impatient.<br/><br/>Having studied a lot successful entrepreneurs (Steve Jobs, Elon Musk, Young Bill Gates, etc...), I've noticed that most of them are not very empathetic early in their careers. As their klout grew it becomes easier to be empathetic because people are more likely to listen to what they have to say, but early on, direct orders are often a better means than suggestions.<br/><br/>There are counter arguments I can think of to most of the lesson Dale points out. I understand that some people have follow them to a tee and successfully influence people, but it would be unsustainable for me.<br/><br/>Overall, I believe this book is definitely worth reading. There are at least a few lessons anyone can take away, but I would recommend to do so with a grain of salt. I was content with how it was written, but did find that it got a bit repetitive towards the end.<br/>",,,1,0
